First Team,First Week,Second Team,Second Week,Score
Highland Park,Week4,Fair Oaks ,Week5,309.0 Fair Oaks - 111.0 Highland Park
Hiddenbrook,Week3,Pinecrest,Week5,240.0 Pinecrest - 180.0 Hiddenbrook
Hiddenbrook,Week2,Langley,Week1,234.0 Langley - 186.0 Hiddenbrook
Highland Park,Week1,Cottontail,Week3,285.0 Cottontail - 134.0 Highland Park
Highland Park,Week1,Country Club Hills,Week3,230.0 Country Club Hills - 189.0 Highland Park
High Point Pool,Week4,Fox Mill Estates,Week3,371.0 High Point Pool - 35.0 Fox Mill Estates
High Point Pool,Week5,Sideburn Run,Week1,336.0 High Point Pool - 83.0 Sideburn Run
Hiddenbrook,Week5,Parliament,Week4,328.0 Hiddenbrook - 92.0 Parliament
Highland Park,Week5,Cottontail,Week2,227.0 Highland Park - 192.0 Cottontail
High Point Pool,Week5,Sideburn Run,Week3,339.0 High Point Pool - 80.0 Sideburn Run
Hiddenbrook,Week5,Tuckahoe,Week4,339.0 Tuckahoe - 81.0 Hiddenbrook
Hiddenbrook,Week5,Parliament,Week2,348.0 Hiddenbrook - 72.0 Parliament
Hiddenbrook,Week5,Lakeview,Week4,239.0 Hiddenbrook - 181.0 Lakeview
Hiddenbrook,Week1,Langley,Week1,246.0 Langley - 174.0 Hiddenbrook
High Point Pool,Week1,Fox Mill Woods,Week1,355.5 High Point Pool - 64.5 Fox Mill Woods
Hiddenbrook,Week2,Pinecrest,Week1,221.0 Hiddenbrook - 199.0 Pinecrest
Hiddenbrook,Week4,Lakevale Estates,Week5,269.0 Hiddenbrook - 151.0 Lakevale Estates
Hiddenbrook,Week2,Vienna Aquatic,Week2,226.0 Vienna Aquatic - 194.0 Hiddenbrook
High Point Pool,Week3,Sideburn Run,Week1,337.0 High Point Pool - 83.0 Sideburn Run
Highland Park,Week4,Cottontail,Week4,273.0 Cottontail - 147.0 Highland Park
High Point Pool,Week3,Fox Mill Woods,Week4,354.0 High Point Pool - 66.0 Fox Mill Woods
Hiddenbrook,Week2,Langley,Week2,222.0 Langley - 198.0 Hiddenbrook
High Point Pool,Week3,Fox Mill Woods,Week5,358.0 High Point Pool - 62.0 Fox Mill Woods
Hiddenbrook,Week5,Lake Braddock,Week2,354.5 Hiddenbrook - 65.5 Lake Braddock
Hiddenbrook,Week4,Pinecrest,Week2,230.0 Hiddenbrook - 190.0 Pinecrest
Hiddenbrook,Week4,Lakevale Estates,Week4,284.0 Hiddenbrook - 136.0 Lakevale Estates
High Point Pool,Week1,Sleepy Hollow B & R,Week2,257.0 High Point Pool - 163.0 Sleepy Hollow B & R
Hiddenbrook,Week1,Vienna Aquatic,Week4,240.0 Vienna Aquatic - 180.0 Hiddenbrook
High Point Pool,Week5,Fox Mill Woods,Week4,353.0 High Point Pool - 66.0 Fox Mill Woods
Hiddenbrook,Week5,Vienna Aquatic,Week5,238.0 Vienna Aquatic - 182.0 Hiddenbrook
Highland Park,Week4,Cottontail,Week2,219.0 Cottontail - 201.0 Highland Park
Hiddenbrook,Week1,Langley,Week4,263.0 Langley - 157.0 Hiddenbrook
Highland Park,Week4,Fair Oaks ,Week4,315.0 Fair Oaks - 105.0 Highland Park
Hiddenbrook,Week2,Langley,Week5,271.0 Langley - 149.0 Hiddenbrook
Hiddenbrook,Week5,Pinecrest,Week1,245.0 Hiddenbrook - 174.0 Pinecrest
Highland Park,Week5,Cottontail,Week3,230.0 Cottontail - 190.0 Highland Park
Highland Park,Week5,Fair Oaks ,Week1,286.0 Fair Oaks - 134.0 Highland Park
Highland Park,Week4,Fairfax,Week5,236.0 Fairfax - 183.0 Highland Park
Hiddenbrook,Week5,Parliament,Week5,327.0 Hiddenbrook - 93.0 Parliament
Hiddenbrook,Week5,Vienna Aquatic,Week4,217.0 Hiddenbrook - 203.0 Vienna Aquatic
High Point Pool,Week3,Sideburn Run,Week4,355.0 High Point Pool - 65.0 Sideburn Run
High Point Pool,Week5,Fox Mill Woods,Week5,352.0 High Point Pool - 68.0 Fox Mill Woods
High Point Pool,Week2,Sideburn Run,Week5,326.0 High Point Pool - 94.0 Sideburn Run
Hiddenbrook,Week1,Vienna Woods,Week2,224.0 Vienna Woods - 196.0 Hiddenbrook
High Point Pool,Week4,Fox Mill Woods,Week1,363.0 High Point Pool - 57.0 Fox Mill Woods
High Point Pool,Week3,Sleepy Hollow B & R,Week5,256.0 High Point Pool - 164.0 Sleepy Hollow B & R
Hiddenbrook,Week4,Lake Braddock,Week5,343.0 Hiddenbrook - 77.0 Lake Braddock
Hiddenbrook,Week5,Lake Braddock,Week1,363.0 Hiddenbrook - 57.0 Lake Braddock
Highland Park,Week1,Country Club Hills,Week5,230.0 Country Club Hills - 186.0 Highland Park
High Point Pool,Week4,Sleepy Hollow B & R,Week3,262.0 High Point Pool - 158.0 Sleepy Hollow B & R
Hiddenbrook,Week1,Lakevale Estates,Week3,260.5 Hiddenbrook - 158.5 Lakevale Estates
Hiddenbrook,Week3,Langley,Week1,245.0 Langley - 175.0 Hiddenbrook
Highland Park,Week2,Fairfax,Week2,238.0 Fairfax - 167.0 Highland Park
Hiddenbrook,Week1,Vienna Woods,Week4,236.0 Vienna Woods - 184.0 Hiddenbrook
Hiddenbrook,Week4,Pinecrest,Week3,231.0 Hiddenbrook - 189.0 Pinecrest
Hiddenbrook,Week2,Langley,Week4,254.0 Langley - 166.0 Hiddenbrook
Highland Park,Week1,Country Club Hills,Week4,219.5 Country Club Hills - 200.5 Highland Park
Hiddenbrook,Week1,Lakevale Estates,Week5,254.0 Hiddenbrook - 165.0 Lakevale Estates
Hiddenbrook,Week1,Vienna Woods,Week5,262.0 Vienna Woods - 158.0 Hiddenbrook
Highland Park,Week1,Fairfax,Week1,243.0 Fairfax - 159.0 Highland Park
Highland Park,Week2,Country Club Hills,Week2,222.0 Highland Park - 197.0 Country Club Hills
Hiddenbrook,Week2,Pinecrest,Week2,218.0 Hiddenbrook - 202.0 Pinecrest
High Point Pool,Week4,Fox Mill Woods,Week4,342.0 High Point Pool - 78.0 Fox Mill Woods
Hiddenbrook,Week2,Lakevale Estates,Week1,269.0 Hiddenbrook - 151.0 Lakevale Estates
Hiddenbrook,Week2,Vienna Woods,Week1,224.0 Vienna Woods - 196.0 Hiddenbrook
Highland Park,Week4,Fairfax,Week2,232.5 Fairfax - 172.5 Highland Park
Hiddenbrook,Week2,Vienna Woods,Week2,230.0 Vienna Woods - 190.0 Hiddenbrook
Hiddenbrook,Week1,Langley,Week3,255.0 Langley - 165.0 Hiddenbrook
Highland Park,Week2,Fairfax,Week1,236.0 Fairfax - 166.0 Highland Park
High Point Pool,Week4,Sleepy Hollow B & R,Week4,270.0 High Point Pool - 150.0 Sleepy Hollow B & R
Hiddenbrook,Week2,Lakevale Estates,Week2,255.0 Hiddenbrook - 165.0 Lakevale Estates
High Point Pool,Week5,Sideburn Run,Week5,327.0 High Point Pool - 93.0 Sideburn Run
Hiddenbrook,Week2,Langley,Week3,237.0 Langley - 183.0 Hiddenbrook
Hiddenbrook,Week4,Pinecrest,Week5,234.0 Pinecrest - 186.0 Hiddenbrook
High Point Pool,Week4,Fox Mill Woods,Week5,354.0 High Point Pool - 66.0 Fox Mill Woods
Hiddenbrook,Week2,Pinecrest,Week4,236.0 Pinecrest - 184.0 Hiddenbrook
Hiddenbrook,Week3,Langley,Week3,253.0 Langley - 167.0 Hiddenbrook
High Point Pool,Week2,Fox Mill Woods,Week2,357.0 High Point Pool - 63.0 Fox Mill Woods
Hiddenbrook,Week1,Pinecrest,Week3,215.0 Pinecrest - 205.0 Hiddenbrook
Hiddenbrook,Week1,Pinecrest,Week1,215.0 Hiddenbrook - 204.0 Pinecrest
Highland Park,Week5,Fairfax,Week2,207.0 Fairfax - 198.0 Highland Park
Hiddenbrook,Week2,Vienna Woods,Week4,217.0 Vienna Woods - 203.0 Hiddenbrook
High Point Pool,Week4,Sideburn Run,Week2,339.0 High Point Pool - 81.0 Sideburn Run
High Point Pool,Week4,Sideburn Run,Week5,326.0 High Point Pool - 94.0 Sideburn Run
Highland Park,Week5,Fairfax,Week4,218.0 Highland Park - 184.0 Fairfax
Highland Park,Week2,Cottontail,Week3,267.0 Cottontail - 153.0 Highland Park
Hiddenbrook,Week3,Langley,Week5,269.0 Langley - 151.0 Hiddenbrook
Hiddenbrook,Week5,Lake Braddock,Week4,333.0 Hiddenbrook - 87.0 Lake Braddock
Hiddenbrook,Week2,Vienna Woods,Week3,229.0 Vienna Woods - 191.0 Hiddenbrook
Hiddenbrook,Week2,Lakevale Estates,Week4,277.0 Hiddenbrook - 143.0 Lakevale Estates
Hiddenbrook,Week2,Lakevale Estates,Week3,276.0 Hiddenbrook - 144.0 Lakevale Estates
Highland Park,Week4,Fairfax Club Estates,Week1,257.0 Highland Park - 163.0 Fairfax Club Estates
Hiddenbrook,Week4,Langley,Week1,249.0 Langley - 171.0 Hiddenbrook
Highland Park,Week4,Cottontail,Week1,228.0 Cottontail - 192.0 Highland Park
High Point Pool,Week2,Fox Mill Woods,Week1,361.0 High Point Pool - 58.0 Fox Mill Woods
High Point Pool,Week1,Sleepy Hollow B & R,Week1,267.0 High Point Pool - 153.0 Sleepy Hollow B & R
Hiddenbrook,Week3,Pinecrest,Week3,211.0 Hiddenbrook - 209.0 Pinecrest
Hiddenbrook,Week1,Vienna Woods,Week3,234.0 Vienna Woods - 186.0 Hiddenbrook
Hiddenbrook,Week3,Vienna Woods,Week4,234.0 Vienna Woods - 186.0 Hiddenbrook
Hiddenbrook,Week3,Lakevale Estates,Week1,265.0 Hiddenbrook - 154.0 Lakevale Estates
Highland Park,Week5,Fairfax Club Estates,Week5,245.0 Highland Park - 174.0 Fairfax Club Estates
Hiddenbrook,Week5,Lakeview,Week5,228.0 Hiddenbrook - 192.0 Lakeview
Hiddenbrook,Week2,Lakevale Estates,Week5,248.0 Hiddenbrook - 172.0 Lakevale Estates
Hiddenbrook,Week1,Pinecrest,Week4,240.0 Pinecrest - 180.0 Hiddenbrook
Hiddenbrook,Week2,Vienna Woods,Week5,254.0 Vienna Woods - 166.0 Hiddenbrook
High Point Pool,Week2,Sideburn Run,Week4,349.0 High Point Pool - 71.0 Sideburn Run
Highland Park,Week5,Cottontail,Week1,219.0 Highland Park - 201.0 Cottontail
Highland Park,Week4,Cottontail,Week3,263.0 Cottontail - 157.0 Highland Park
Hiddenbrook,Week5,Pinecrest,Week2,249.0 Hiddenbrook - 171.0 Pinecrest
Hiddenbrook,Week4,Langley,Week2,234.0 Langley - 186.0 Hiddenbrook
Hiddenbrook,Week1,Lakevale Estates,Week2,251.0 Hiddenbrook - 168.0 Lakevale Estates
Highland Park,Week2,Cottontail,Week4,277.0 Cottontail - 143.0 Highland Park
Hiddenbrook,Week5,Pinewood Lake,Week2,161.0 Hiddenbrook - 2.0 Pinewood Lake
Hiddenbrook,Week3,Vienna Woods,Week5,263.0 Vienna Woods - 157.0 Hiddenbrook
Highland Park,Week2,Fairfax Club Estates,Week1,258.0 Highland Park - 160.0 Fairfax Club Estates
High Point Pool,Week2,Fox Mill Woods,Week4,344.0 High Point Pool - 76.0 Fox Mill Woods
Hiddenbrook,Week1,Langley,Week2,244.0 Langley - 176.0 Hiddenbrook
High Point Pool,Week5,Fox Mill Woods,Week1,357.0 High Point Pool - 63.0 Fox Mill Woods
Highland Park,Week1,Country Club Hills,Week2,225.0 Country Club Hills - 191.0 Highland Park
High Point Pool,Week2,Sleepy Hollow B & R,Week4,267.0 High Point Pool - 153.0 Sleepy Hollow B & R
High Point Pool,Week2,Sideburn Run,Week2,335.0 High Point Pool - 81.0 Sideburn Run
High Point Pool,Week3,Sideburn Run,Week5,331.0 High Point Pool - 89.0 Sideburn Run
Highland Park,Week1,Country Club Hills,Week1,226.0 Highland Park - 192.0 Country Club Hills
High Point Pool,Week4,Sideburn Run,Week1,339.0 High Point Pool - 81.0 Sideburn Run
Hiddenbrook,Week3,Vienna Woods,Week2,211.5 Hiddenbrook - 208.5 Vienna Woods
Hiddenbrook,Week4,Langley,Week3,243.0 Langley - 177.0 Hiddenbrook
Highland Park,Week2,Country Club Hills,Week3,211.0 Country Club Hills - 209.0 Highland Park
Highland Park,Week4,Fairfax Club Estates,Week4,245.0 Highland Park - 175.0 Fairfax Club Estates
Hiddenbrook,Week1,Laurel Hill,Week4,321.0 Hiddenbrook - 98.0 Laurel Hill
Hiddenbrook,Week4,Langley,Week4,249.5 Langley - 170.5 Hiddenbrook
Hiddenbrook,Week3,Lakevale Estates,Week3,262.0 Hiddenbrook - 156.0 Lakevale Estates
Hiddenbrook,Week5,Vienna Woods,Week2,239.0 Hiddenbrook - 181.0 Vienna Woods
High Point Pool,Week2,Fox Mill Woods,Week5,342.0 High Point Pool - 78.0 Fox Mill Woods
Hiddenbrook,Week5,Laurel Hill,Week3,350.0 Hiddenbrook - 61.0 Laurel Hill
High Point Pool,Week1,Sleepy Hollow B & R,Week4,254.0 High Point Pool - 166.0 Sleepy Hollow B & R
Highland Park,Week2,Country Club Hills,Week4,224.0 Highland Park - 196.0 Country Club Hills
Hiddenbrook,Week5,Vienna Woods,Week1,229.0 Hiddenbrook - 190.0 Vienna Woods
High Point Pool,Week3,Fox Mill Woods,Week1,362.0 High Point Pool - 58.0 Fox Mill Woods
Hiddenbrook,Week1,Pleasant Valley,Week2,338.0 Hiddenbrook - 72.0 Pleasant Valley
Hiddenbrook,Week3,Pinewood Lake,Week2,153.0 Hiddenbrook - 8.0 Pinewood Lake
Highland Park,Week5,Fairfax Club Estates,Week4,262.0 Highland Park - 158.0 Fairfax Club Estates
Hiddenbrook,Week3,Pinewood Lake,Week4,150.0 Hiddenbrook - 4.0 Pinewood Lake
High Point Pool,Week5,Sideburn Run,Week2,335.5 High Point Pool - 84.5 Sideburn Run
Highland Park,Week2,Country Club Hills,Week1,243.0 Highland Park - 177.0 Country Club Hills
Hiddenbrook,Week5,Pinewood Lake,Week4,155.0 Hiddenbrook - 3.0 Pinewood Lake
Hiddenbrook,Week5,Pinewood Lake,Week3,170.0 Hiddenbrook - 2.0 Pinewood Lake
Hiddenbrook,Week3,Lakevale Estates,Week2,254.0 Hiddenbrook - 162.0 Lakevale Estates
High Point Pool,Week2,Sleepy Hollow B & R,Week5,258.0 High Point Pool - 161.0 Sleepy Hollow B & R
Hiddenbrook,Week5,Pinewood Lake,Week1,169.0 Hiddenbrook - 3.0 Pinewood Lake
High Point Pool,Week4,Fox Mill Woods,Week2,360.0 High Point Pool - 60.0 Fox Mill Woods
Highland Park,Week1,Fairfax Station,Week5,279.0 Fairfax Station - 141.0 Highland Park
Hiddenbrook,Week5,Vienna Woods,Week4,231.5 Hiddenbrook - 188.5 Vienna Woods
Hiddenbrook,Week5,Vienna Woods,Week5,216.0 Vienna Woods - 204.0 Hiddenbrook
High Point Pool,Week3,Sleepy Hollow B & R,Week3,268.0 High Point Pool - 152.0 Sleepy Hollow B & R
High Point Pool,Week1,Fox Mill Woods,Week5,338.0 High Point Pool - 82.0 Fox Mill Woods
Highland Park,Week5,Cottontail,Week5,244.0 Cottontail - 176.0 Highland Park
Hiddenbrook,Week3,Laurel Hill,Week2,335.0 Hiddenbrook - 70.0 Laurel Hill
Hiddenbrook,Week5,Langley,Week2,214.5 Langley - 205.5 Hiddenbrook
High Point Pool,Week5,Fox Mill Woods,Week2,354.0 High Point Pool - 65.0 Fox Mill Woods
Highland Park,Week2,Fairfax Club Estates,Week5,215.0 Fairfax Club Estates - 203.0 Highland Park
High Point Pool,Week3,Fox Mill Woods,Week2,359.0 High Point Pool - 61.0 Fox Mill Woods
Hiddenbrook,Week2,Pinewood Lake,Week1,164.0 Hiddenbrook - 8.0 Pinewood Lake
Highland Park,Week1,Fairfax Club Estates,Week2,226.0 Fairfax Club Estates - 190.0 Highland Park
High Point Pool,Week3,Sideburn Run,Week3,349.0 High Point Pool - 71.0 Sideburn Run
Hiddenbrook,Week4,Vienna Woods,Week3,235.5 Vienna Woods - 184.5 Hiddenbrook
Highland Park,Week2,Fairfax Station,Week2,249.0 Fairfax Station - 170.0 Highland Park
Hiddenbrook,Week1,Villa Aquatic,Week2,259.0 Hiddenbrook - 161.0 Villa Aquatic
Highland Park,Week2,Fairfax Station,Week1,221.5 Fairfax Station - 198.5 Highland Park
Highland Park,Week4,Country Club Hills,Week2,238.0 Highland Park - 182.0 Country Club Hills
High Point Pool,Week1,Fox Mill Woods,Week4,333.0 High Point Pool - 86.0 Fox Mill Woods
Hiddenbrook,Week2,Pinewood Lake,Week2,153.0 Hiddenbrook - 10.0 Pinewood Lake
Highland Park,Week4,Country Club Hills,Week1,249.0 Highland Park - 170.0 Country Club Hills
Hiddenbrook,Week1,Laurel Hill,Week3,313.0 Hiddenbrook - 98.0 Laurel Hill
High Point Pool,Week2,Sleepy Hollow B & R,Week1,275.0 High Point Pool - 145.0 Sleepy Hollow B & R
Hiddenbrook,Week1,Laurel Hill,Week1,319.0 Hiddenbrook - 72.0 Laurel Hill
Hiddenbrook,Week1,Pinewood Lake,Week5,183.0 Hiddenbrook - 12.0 Pinewood Lake
Hiddenbrook,Week2,Pinewood Lake,Week5,184.0 Hiddenbrook - 11.0 Pinewood Lake
Hiddenbrook,Week1,Villa Aquatic,Week5,234.0 Hiddenbrook - 186.0 Villa Aquatic
Highland Park,Week1,Fairfax Club Estates,Week4,210.5 Fairfax Club Estates - 206.5 Highland Park
Hiddenbrook,Week5,Laurel Hill,Week2,346.0 Hiddenbrook - 60.0 Laurel Hill
High Point Pool,Week5,Sideburn Run,Week4,345.0 High Point Pool - 75.0 Sideburn Run
Hiddenbrook,Week1,Villa Aquatic,Week1,281.0 Hiddenbrook - 139.0 Villa Aquatic
Hiddenbrook,Week1,Laurel Hill,Week5,284.0 Hiddenbrook - 136.0 Laurel Hill
Highland Park,Week2,Fairfax Club Estates,Week4,217.0 Highland Park - 202.0 Fairfax Club Estates
High Point Pool,Week1,Sleepy Hollow B & R,Week5,250.0 High Point Pool - 170.0 Sleepy Hollow B & R
Hiddenbrook,Week2,Villa Aquatic,Week4,275.0 Hiddenbrook - 145.0 Villa Aquatic
Hiddenbrook,Week4,Vienna Woods,Week2,211.0 Vienna Woods - 209.0 Hiddenbrook
High Point Pool,Week2,Sleepy Hollow B & R,Week3,259.0 High Point Pool - 160.0 Sleepy Hollow B & R
High Point Pool,Week3,Sleepy Hollow B & R,Week1,270.0 High Point Pool - 150.0 Sleepy Hollow B & R
Highland Park,Week2,Fairfax Club Estates,Week2,227.0 Highland Park - 192.0 Fairfax Club Estates
Highland Park,Week4,Country Club Hills,Week5,212.0 Highland Park - 208.0 Country Club Hills
Hiddenbrook,Week3,Pinewood Lake,Week1,160.0 Hiddenbrook - 8.0 Pinewood Lake
Hiddenbrook,Week1,Laurel Hill,Week2,316.0 Hiddenbrook - 90.0 Laurel Hill
Hiddenbrook,Week1,Lee Graham,Week5,233.0 Hiddenbrook - 187.0 Lee Graham
Highland Park,Week5,Fairfax Club Estates,Week1,287.0 Highland Park - 132.0 Fairfax Club Estates
High Point Pool,Week2,Sleepy Hollow B & R,Week2,268.0 High Point Pool - 152.0 Sleepy Hollow B & R
Hiddenbrook,Week3,Laurel Hill,Week3,337.0 Hiddenbrook - 73.0 Laurel Hill
Hiddenbrook,Week1,Pinewood Lake,Week4,155.0 Hiddenbrook - 2.0 Pinewood Lake
Highland Park,Week4,Country Club Hills,Week4,236.5 Highland Park - 183.5 Country Club Hills
Hiddenbrook,Week5,Pinecrest,Week5,215.0 Pinecrest - 205.0 Hiddenbrook
Hiddenbrook,Week2,Lee Graham,Week5,229.0 Hiddenbrook - 191.0 Lee Graham
Hiddenbrook,Week1,Villa Aquatic,Week3,274.0 Hiddenbrook - 146.0 Villa Aquatic
Hiddenbrook,Week3,Pinewood Lake,Week3,163.0 Hiddenbrook - 8.0 Pinewood Lake
Hiddenbrook,Week3,Vienna Woods,Week3,243.0 Vienna Woods - 177.0 Hiddenbrook
Highland Park,Week5,Country Club Hills,Week2,265.0 Highland Park - 154.0 Country Club Hills
Hiddenbrook,Week3,Laurel Hill,Week4,342.0 Hiddenbrook - 77.0 Laurel Hill
Highland Park,Week5,Country Club Hills,Week1,286.0 Highland Park - 134.0 Country Club Hills
High Point Pool,Week3,Sleepy Hollow B & R,Week2,274.0 High Point Pool - 146.0 Sleepy Hollow B & R
Hiddenbrook,Week5,Vienna Woods,Week3,219.0 Hiddenbrook - 201.0 Vienna Woods
High Point Pool,Week3,Sleepy Hollow B & R,Week4,266.0 High Point Pool - 154.0 Sleepy Hollow B & R
Highland Park,Week4,Country Club Hills,Week3,238.0 Highland Park - 182.0 Country Club Hills
Hiddenbrook,Week4,Vienna Woods,Week1,212.0 Vienna Woods - 208.0 Hiddenbrook
Highland Park,Week5,Country Club Hills,Week4,257.5 Highland Park - 162.5 Country Club Hills
Hiddenbrook,Week2,Laurel Hill,Week4,339.0 Hiddenbrook - 81.0 Laurel Hill
Highland Park,Week1,Fairfax Club Estates,Week1,232.0 Highland Park - 182.0 Fairfax Club Estates
High Point Pool,Week4,Sleepy Hollow B & R,Week1,269.0 High Point Pool - 151.0 Sleepy Hollow B & R
Hiddenbrook,Week4,Pinewood Lake,Week1,163.0 Hiddenbrook - 8.0 Pinewood Lake
Hiddenbrook,Week2,Pinewood Lake,Week4,152.0 Hiddenbrook - 6.0 Pinewood Lake
Hiddenbrook,Week2,Villa Aquatic,Week2,266.0 Hiddenbrook - 154.0 Villa Aquatic
Hiddenbrook,Week4,Laurel Hill,Week1,340.0 Hiddenbrook - 52.0 Laurel Hill
Hiddenbrook,Week1,Villa Aquatic,Week4,267.0 Hiddenbrook - 153.0 Villa Aquatic
Hiddenbrook,Week2,Lee Graham,Week4,243.0 Hiddenbrook - 177.0 Lee Graham
High Point Pool,Week4,Sleepy Hollow B & R,Week2,277.0 High Point Pool - 143.0 Sleepy Hollow B & R
Hiddenbrook,Week4,Laurel Hill,Week5,312.0 Hiddenbrook - 108.0 Laurel Hill
Highland Park,Week1,Crosspointe,Week1,322.0 Crosspointe - 97.0 Highland Park
Highland Park,Week5,Country Club Hills,Week3,266.0 Highland Park - 154.0 Country Club Hills
Hiddenbrook,Week2,Lee Graham,Week2,238.5 Hiddenbrook - 181.5 Lee Graham
High Point Pool,Week5,Sleepy Hollow B & R,Week2,276.0 High Point Pool - 144.0 Sleepy Hollow B & R
Highland Park,Week5,Country Club Hills,Week5,244.0 Highland Park - 175.0 Country Club Hills
High Point Pool,Week1,Sleepy Hollow Rec,Week2,270.0 High Point Pool - 150.0 Sleepy Hollow Rec
Hiddenbrook,Week3,Pinewood Lake,Week5,182.0 Hiddenbrook - 11.0 Pinewood Lake
Hiddenbrook,Week2,Villa Aquatic,Week1,281.0 Hiddenbrook - 139.0 Villa Aquatic
Highland Park,Week5,Fairfax Club Estates,Week2,260.0 Highland Park - 159.0 Fairfax Club Estates
High Point Pool,Week2,Sleepy Hollow Rec,Week1,294.0 High Point Pool - 126.0 Sleepy Hollow Rec
High Point Pool,Week4,Sleepy Hollow B & R,Week5,267.0 High Point Pool - 153.0 Sleepy Hollow B & R
Hiddenbrook,Week4,Vienna Woods,Week5,245.0 Vienna Woods - 175.0 Hiddenbrook
High Point Pool,Week1,Sleepy Hollow Rec,Week1,273.0 High Point Pool - 146.0 Sleepy Hollow Rec
Hiddenbrook,Week4,Laurel Hill,Week2,346.0 Hiddenbrook - 60.0 Laurel Hill
Hiddenbrook,Week2,Villa Aquatic,Week3,285.0 Hiddenbrook - 135.0 Villa Aquatic
Hiddenbrook,Week2,Pinewood Lake,Week3,165.0 Hiddenbrook - 7.0 Pinewood Lake
Hiddenbrook,Week1,Pinewood Lake,Week2,154.0 Hiddenbrook - 9.0 Pinewood Lake
High Point Pool,Week2,Sleepy Hollow Rec,Week2,283.0 High Point Pool - 137.0 Sleepy Hollow Rec
Hiddenbrook,Week2,Laurel Hill,Week3,334.0 Hiddenbrook - 77.0 Laurel Hill
Hiddenbrook,Week1,Pinewood Lake,Week3,163.0 Hiddenbrook - 9.0 Pinewood Lake
Hiddenbrook,Week4,Pinewood Lake,Week2,154.0 Hiddenbrook - 9.0 Pinewood Lake
Hiddenbrook,Week5,Langley,Week5,246.0 Langley - 174.0 Hiddenbrook
Hiddenbrook,Week5,Pinecrest,Week4,221.0 Hiddenbrook - 199.0 Pinecrest
Hiddenbrook,Week4,Pinewood Lake,Week3,164.0 Hiddenbrook - 8.0 Pinewood Lake
Highland Park,Week4,Fairfax Club Estates,Week5,219.0 Highland Park - 201.0 Fairfax Club Estates
Hiddenbrook,Week4,Vienna Woods,Week4,221.0 Vienna Woods - 199.0 Hiddenbrook
Hiddenbrook,Week2,Villa Aquatic,Week5,246.0 Hiddenbrook - 174.0 Villa Aquatic
Hiddenbrook,Week4,Laurel Hill,Week3,337.5 Hiddenbrook - 73.5 Laurel Hill
Highland Park,Week4,Fairfax Club Estates,Week2,224.0 Highland Park - 195.0 Fairfax Club Estates
Highland Park,Week1,Fairfax Club Estates,Week5,236.0 Fairfax Club Estates - 178.0 Highland Park
Hiddenbrook,Week1,Pinewood Lake,Week1,161.0 Hiddenbrook - 10.0 Pinewood Lake
Hiddenbrook,Week4,Pinewood Lake,Week4,150.0 Hiddenbrook - 6.0 Pinewood Lake
Hiddenbrook,Week5,Villa Aquatic,Week5,272.0 Hiddenbrook - 148.0 Villa Aquatic
Highland Park,Week1,Fairfax Station,Week1,249.0 Fairfax Station - 171.0 Highland Park
Hiddenbrook,Week2,Laurel Hill,Week5,300.0 Hiddenbrook - 120.0 Laurel Hill
Hiddenbrook,Week4,Villa Aquatic,Week2,275.0 Hiddenbrook - 145.0 Villa Aquatic
Highland Park,Week1,Fairfax Station,Week3,234.0 Fairfax Station - 168.0 Highland Park
Hiddenbrook,Week4,Pinewood Lake,Week5,184.0 Hiddenbrook - 11.0 Pinewood Lake
Hiddenbrook,Week5,Villa Aquatic,Week4,302.0 Hiddenbrook - 118.0 Villa Aquatic
High Point Pool,Week2,Sleepy Hollow Rec,Week5,280.0 High Point Pool - 140.0 Sleepy Hollow Rec
Hiddenbrook,Week1,Pleasant Valley,Week1,317.0 Hiddenbrook - 66.0 Pleasant Valley
Highland Park,Week1,Fairfax Station,Week4,263.0 Fairfax Station - 156.0 Highland Park
High Point Pool,Week3,Sleepy Hollow Rec,Week2,293.0 High Point Pool - 127.0 Sleepy Hollow Rec
High Point Pool,Week2,Sleepy Hollow Rec,Week4,285.0 High Point Pool - 135.0 Sleepy Hollow Rec
High Point Pool,Week2,Sleepy Hollow Rec,Week3,303.0 High Point Pool - 117.0 Sleepy Hollow Rec
Hiddenbrook,Week1,Village West,Week4,319.5 Hiddenbrook - 100.5 Village West
Hiddenbrook,Week4,Villa Aquatic,Week3,299.0 Hiddenbrook - 121.0 Villa Aquatic
Hiddenbrook,Week5,Villa Aquatic,Week3,311.0 Hiddenbrook - 109.0 Villa Aquatic
Highland Park,Week1,Fairfax Station,Week2,257.0 Fairfax Station - 161.0 Highland Park
Hiddenbrook,Week5,Pinewood Lake,Week5,189.0 Hiddenbrook - 6.0 Pinewood Lake
Hiddenbrook,Week4,Laurel Hill,Week4,349.0 Hiddenbrook - 71.0 Laurel Hill
High Point Pool,Week3,Sleepy Hollow Rec,Week3,307.5 High Point Pool - 112.5 Sleepy Hollow Rec
Hiddenbrook,Week2,Laurel Hill,Week1,330.0 Hiddenbrook - 62.0 Laurel Hill
Hiddenbrook,Week2,Laurel Hill,Week2,332.0 Hiddenbrook - 74.0 Laurel Hill
